t,   y,   u
97993.000000,   0.355026,   -0.019531,   0.009925
98265.000000,   0.310852,   -0.030518,   0.009437
98576.000000,   0.342209,   -0.023193,   0.009016
98839.000000,   0.325577,   -0.019531,   0.008686
99094.000000,   0.342590,   -0.023193,   0.008292
99352.000000,   0.317185,   -0.026855,   0.007935
99692.000000,   0.307953,   -0.019531,   0.007587
99958.000000,   0.362732,   59.941406,   0.019889
100248.000000,   0.325424,   59.934082,   0.040351
100574.000000,   0.307419,   59.926758,   0.057783
100918.000000,   0.343735,   59.926758,   0.072867
101548.000000,   0.330383,   59.930420,   0.085486
101868.000000,   0.299027,   59.934082,   0.093781
102093.000000,   0.354874,   59.934082,   0.095600
102322.000000,   0.370743,   59.937744,   0.100855
102480.000000,   0.311234,   59.937744,   0.102271
102741.000000,   0.327484,   59.941406,   0.106623
103116.000000,   0.320236,   59.926758,   0.111567
103464.000000,   0.355408,   59.930420,   0.114927
103634.000000,   0.335571,   59.926758,   0.118174
104263.000000,   0.390656,   59.937744,   0.120499
104356.000000,   0.368073,   59.930420,   0.123154
105094.000000,   0.365555,   59.930420,   0.125266
105301.000000,   0.377228,   59.937744,   0.126514
105810.000000,   0.397522,   59.934082,   0.128107
106088.000000,   0.398667,   59.937744,   0.129151
106246.000000,   0.393326,   59.926758,   0.130164
106600.000000,   0.401184,   59.941406,   0.131147
107274.000000,   0.423538,   59.937744,   0.132041
107434.000000,   0.438873,   59.926758,   0.132639
107650.000000,   0.399658,   59.946289,   0.133326
107999.000000,   0.426590,   59.937744,   0.133475
108230.000000,   0.442688,   59.941406,   0.133991
108637.000000,   0.387985,   59.934082,   0.134629
108880.000000,   0.423920,   59.930420,   0.135090
109373.000000,   0.445130,   59.937744,   0.135511
109458.000000,   0.453980,   59.923096,   0.135596
109685.000000,   0.421097,   59.930420,   0.135999
110096.000000,   0.457794,   59.930420,   0.136375
110180.000000,   0.478623,   59.926758,   0.136439
110443.000000,   0.432160,   59.926758,   0.136741
110558.000000,   0.476334,   59.930420,   0.137049
110899.000000,   0.451309,   59.923096,   0.137125
111163.000000,   0.433685,   59.934082,   0.137397
111539.000000,   0.473892,   59.930420,   0.137754
111881.000000,   0.474808,   59.937744,   0.137940
111999.000000,   0.501053,   59.930420,   0.138157
112338.000000,   0.499909,   59.937744,   0.138419
112974.000000,   0.522110,   59.926758,   0.138645
113056.000000,   0.512726,   59.930420,   0.138889
113749.000000,   0.514252,   59.946289,   0.139103
114028.000000,   0.522644,   59.937744,   0.139255
114471.000000,   0.511200,   59.937744,   0.139442
114746.000000,   0.495102,   59.934082,   0.139622
114940.000000,   0.517075,   59.941406,   0.139762
115278.000000,   0.518219,   59.934082,   0.139762
115544.000000,   0.541565,   59.930420,   0.139902
115846.000000,   0.558426,   59.930420,   0.140034
115998.000000,   0.520203,   59.926758,   0.140079
116355.000000,   0.545456,   59.937744,   0.140287
116739.000000,   0.524170,   59.937744,   0.140427
117076.000000,   0.564911,   59.937744,   0.140427
117344.000000,   0.563995,   59.923096,   0.140549
117760.000000,   0.573761,   59.930420,   0.140690
118040.000000,   0.536606,   59.930420,   0.140803
118454.000000,   0.545227,   59.926758,   0.140879
118801.000000,   0.590775,   59.934082,   0.141010
119251.000000,   0.557663,   59.926758,   0.141111
119600.000000,   0.602982,   59.919434,   0.141215
120238.000000,   0.583908,   59.926758,   0.141282
120514.000000,   0.612976,   59.926758,   0.141373
121020.000000,   0.609924,   59.923096,   0.141431
121288.000000,   0.622742,   59.930420,   0.141526
121732.000000,   0.629990,   59.934082,   0.141572
122010.000000,   0.586197,   59.930420,   0.141648
122154.000000,   0.644714,   59.941406,   0.141694
122500.000000,   0.643189,   59.930420,   0.141758
123140.000000,   0.657761,   59.930420,   0.141852
123446.000000,   0.605881,   59.930420,   0.141880
123900.000000,   0.628235,   59.934082,   0.141965
124263.000000,   0.617325,   59.926758,   0.142002
124634.000000,   0.637848,   59.934082,   0.142124
124914.000000,   0.646240,   59.930420,   0.142115
125430.000000,   0.616562,   59.946289,   0.142237
125780.000000,   0.688889,   59.934082,   0.142228
126044.000000,   0.660812,   59.926758,   0.142313
126385.000000,   0.673782,   59.926758,   0.142322
126499.000000,   0.652191,   59.930420,   0.142322
126728.000000,   0.669815,   59.934082,   0.142426
126932.000000,   0.655396,   59.926758,   0.142435
127320.000000,   0.694840,   59.926758,   0.142490
127904.000000,   0.716660,   59.930420,   0.142518
128265.000000,   0.705902,   59.934082,   0.142539
128680.000000,   0.675156,   59.934082,   0.142612
128779.000000,   0.709030,   59.930420,   0.142612
129042.000000,   0.703995,   59.930420,   0.142603
129344.000000,   0.673782,   59.934082,   0.142661
129498.000000,   0.728867,   59.934082,   0.142679
129729.000000,   0.712464,   59.934082,   0.142698
129892.000000,   0.722229,   59.934082,   0.142716
130242.000000,   0.676071,   -0.023193,   0.111579
130620.000000,   0.733673,   -0.019531,   0.094550
130960.000000,   0.726959,   -0.023193,   0.090665
131188.000000,   0.741684,   -0.023193,   0.079416
131673.000000,   0.720856,   -0.026855,   0.060718
132018.000000,   0.712082,   -0.012207,   0.052726
132690.000000,   0.713608,   -0.015869,   0.045792
132968.000000,   0.758164,   -0.023193,   0.041682
133120.000000,   0.753967,   -0.023193,   0.037751
133710.000000,   0.748779,   -0.015869,   0.033503
134028.000000,   0.707657,   -0.030518,   0.031006
134439.000000,   0.690262,   -0.023193,   0.027927
134680.000000,   0.715134,   -0.026855,   0.026005
135200.000000,   0.740006,   -0.023193,   0.022196
135638.000000,   0.693695,   -0.030518,   0.020554
136313.000000,   0.698883,   -0.023193,   0.018912
136588.000000,   0.715134,   -0.026855,   0.017975
136739.000000,   0.673630,   -0.015869,   0.016941
137324.000000,   0.667069,   -0.023193,   0.015769
137616.000000,   0.722000,   -0.026855,   0.015055
138090.000000,   0.680878,   -0.026855,   0.014176
138490.000000,   0.718186,   -0.019531,   0.013425
138830.000000,   0.703842,   -0.030518,   0.012748
