t,   y,   u
62747.000000,   0.387222,   -0.019531,   0.001526
63088.000000,   0.407669,   -0.030518,   0.001499
63380.000000,   0.407822,   -0.019531,   0.001472
63644.000000,   0.402710,   -0.023193,   0.001472
63986.000000,   0.395386,   -0.023193,   0.001404
64306.000000,   0.424912,   -0.019531,   0.001395
64766.000000,   0.396225,   -0.042725,   0.001404
64846.000000,   0.418732,   -0.030518,   0.001377
65166.000000,   0.400040,   -0.030518,   0.001386
65431.000000,   0.415299,   -0.019531,   0.001322
65754.000000,   0.404007,   -0.037842,   0.001340
66084.000000,   0.391419,   -0.026855,   0.001313
66367.000000,   0.419724,   -0.023193,   0.001282
66657.000000,   0.377609,   -0.026855,   0.001322
66974.000000,   0.379135,   -0.023193,   0.001273
67225.000000,   0.416443,   -0.034180,   0.001246
67736.000000,   0.406906,   -0.023193,   0.001237
68048.000000,   0.391419,   -0.023193,   0.001209
68342.000000,   0.417587,   -0.026855,   0.001191
68604.000000,   0.390427,   -0.023193,   0.001182
68894.000000,   0.405533,   -0.026855,   0.001151
69199.000000,   0.400040,   -0.023193,   0.001142
69487.000000,   0.412247,   -0.023193,   0.001124
69751.000000,   0.382416,   34.890137,   0.001313
70090.000000,   0.394470,   34.886475,   0.013584
70380.000000,   0.427735,   34.886475,   0.038886
70983.000000,   0.457794,   34.882812,   0.046494
71272.000000,   0.442307,   34.886475,   0.051523
71527.000000,   0.474274,   34.890137,   0.056254
71814.000000,   0.500672,   34.882812,   0.059659
72068.000000,   0.548889,   34.890137,   0.062623
72587.000000,   0.571854,   34.890137,   0.065372
72628.000000,   0.605652,   34.882812,   0.067417
72891.000000,   0.648758,   34.890137,   0.069489
73212.000000,   0.694458,   34.882812,   0.071293
73552.000000,   0.749542,   34.886475,   0.073469
74066.000000,   0.757401,   34.890137,   0.074302
74323.000000,   0.765640,   34.886475,   0.075364
74614.000000,   0.815918,   34.886475,   0.076057
74865.000000,   0.815155,   34.890137,   0.076807
75155.000000,   0.872757,   34.886475,   0.077381
75406.000000,   0.877335,   34.893799,   0.078019
75696.000000,   0.921967,   34.886475,   0.078489
75964.000000,   0.917542,   34.890137,   0.078995
76253.000000,   0.950043,   34.882812,   0.079371
76505.000000,   0.941422,   34.886475,   0.079819
76802.000000,   0.990631,   34.882812,   0.080253
77092.000000,   0.986435,   34.893799,   0.080738
77410.000000,   1.017182,   34.890137,   0.081104
77702.000000,   1.029846,   34.890137,   0.081519
77992.000000,   1.056244,   34.897461,   0.081763
78287.000000,   1.048767,   34.882812,   0.081949
78551.000000,   1.059677,   34.886475,   0.082249
78878.000000,   1.110413,   34.886475,   0.082493
79196.000000,   1.102326,   34.882812,   0.082654
79488.000000,   1.133911,   34.874268,   0.082709
79774.000000,   1.144669,   14.138184,   0.082917
80027.000000,   1.152680,   -0.015869,   0.079371
80284.000000,   1.157105,   -0.023193,   0.066770
80574.000000,   1.173737,   -0.019531,   0.057004
80825.000000,   1.150543,   -0.019531,   0.047742
81116.000000,   1.139099,   -0.019531,   0.039985
81434.000000,   1.146576,   -0.023193,   0.035023
81684.000000,   1.101944,   -0.015869,   0.030274
81976.000000,   1.090119,   -0.026855,   0.023905
82507.000000,   1.058762,   -0.026855,   0.021250
82800.000000,   1.034653,   -0.023193,   0.019034
83090.000000,   0.993683,   -0.023193,   0.017017
83410.000000,   0.978348,   -0.030518,   0.015311
83734.000000,   0.970566,   -0.030518,   0.014118
84002.000000,   0.922501,   -0.030518,   0.012919
84320.000000,   0.914871,   -0.026855,   0.012015
84586.000000,   0.879852,   -0.023193,   0.011115
84907.000000,   0.876190,   -0.015869,   0.010386
85198.000000,   0.874893,   -0.026855,   0.009727
85489.000000,   0.842163,   -0.034180,   0.009070
85808.000000,   0.835449,   -0.019531,   0.008478
86148.000000,   0.825913,   -0.026855,   0.008039
86404.000000,   0.789520,   -0.019531,   0.007636
86896.000000,   0.796616,   -0.019531,   0.007270
86944.000000,   0.790512,   -0.023193,   0.006940
87238.000000,   0.774643,   -0.023193,   0.006583
87530.000000,   0.731156,   -0.023193,   0.006238
87852.000000,   0.743591,   -0.015869,   0.006031
88116.000000,   0.739624,   -0.023193,   0.005741
88432.000000,   0.695831,   -0.019531,   0.005524
88742.000000,   0.712616,   -0.019531,   0.005271
89088.000000,   0.709793,   -0.026855,   0.005085
89359.000000,   0.679733,   -0.023193,   0.004923
89647.000000,   0.692322,   -0.019531,   0.004728
89966.000000,   0.662491,   34.893799,   0.009962
90257.000000,   0.671494,   34.890137,   0.023856
90539.000000,   0.673630,   34.897461,   0.036307
90860.000000,   0.689880,   34.890137,   0.044657
91152.000000,   0.698273,   34.893799,   0.051581
91472.000000,   0.734818,   34.897461,   0.056675
91768.000000,   0.761444,   34.890137,   0.060334
92034.000000,   0.795090,   34.890137,   0.064228
92376.000000,   0.816910,   34.890137,   0.067127
92693.000000,   0.832626,   34.890137,   0.069208
92963.000000,   0.854370,   34.890137,   0.071094
93250.000000,   0.898239,   34.890137,   0.072877
93572.000000,   0.918152,   34.890137,   0.074134
93842.000000,   0.944550,   34.890137,   0.075364
94164.000000,   0.990784,   34.882812,   0.076490
94482.000000,   1.009400,   34.893799,   0.077314
94962.000000,   1.027176,   34.893799,   0.077924
95025.000000,   1.045181,   34.882812,   0.078620
95322.000000,   1.081726,   34.893799,   0.079117
95619.000000,   1.087982,   34.877930,   0.079594
95904.000000,   1.111176,   34.890137,   0.079978
96186.000000,   1.121857,   34.886475,   0.080430
96507.000000,   1.144287,   34.893799,   0.080842
96847.000000,   1.165497,   34.893799,   0.081113
97114.000000,   1.202805,   34.890137,   0.081452
97436.000000,   1.204331,   34.886475,   0.081705
