t,   y,   u
193383.000000,   0.001409,   59.934082,   0.027886
193469.000000,   0.001437,   59.926758,   0.027920
193842.000000,   0.001481,   59.934082,   0.027920
194196.000000,   0.001421,   59.930420,   0.027972
194804.000000,   0.001463,   59.930420,   0.027996
195208.000000,   0.001492,   59.926758,   0.028030
195887.000000,   0.001522,   59.937744,   0.028003
196262.000000,   0.001453,   59.937744,   0.028094
196670.000000,   0.001455,   59.930420,   0.028121
196908.000000,   0.001473,   59.937744,   0.028132
197352.000000,   0.001510,   59.930420,   0.028143
198346.000000,   0.001463,   59.934082,   0.028212
198687.000000,   0.001518,   59.937744,   0.028228
199026.000000,   0.001523,   59.934082,   0.028147
199289.000000,   0.001480,   59.941406,   0.027947
199793.000000,   0.001505,   59.930420,   0.027920
199890.000000,   0.001508,   59.930420,   0.027897
200158.000000,   0.001490,   -0.057373,   0.025856
200864.000000,   0.001561,   -0.034180,   0.014341
200950.000000,   0.001497,   -0.019531,   0.010505
201634.000000,   0.001551,   -0.015869,   0.007473
201993.000000,   0.001563,   -0.012207,   0.006202
202359.000000,   0.001549,   -0.019531,   0.005155
202448.000000,   0.001525,   -0.015869,   0.004294
203133.000000,   0.001490,   -0.012207,   0.003654
203404.000000,   0.001556,   -0.019531,   0.003251
203833.000000,   0.001501,   -0.019531,   0.002856
204124.000000,   0.001500,   -0.012207,   0.002628
204571.000000,   0.001527,   -0.023193,   0.002367
204895.000000,   0.001498,   -0.015869,   0.002178
205293.000000,   0.001475,   -0.015869,   0.001908
205671.000000,   0.001472,   -0.023193,   0.001854
205912.000000,   0.001469,   -0.008545,   0.001748
206354.000000,   0.001456,   -0.004883,   0.001683
206438.000000,   0.001537,   -0.015869,   0.001563
206791.000000,   0.001469,   -0.026855,   0.001521
207059.000000,   0.001475,   -0.026855,   0.001479
