t,   y,   u
180041.000000,   36.422424,   -0.026855
180631.000000,   35.949402,   -0.030518
181439.000000,   35.690002,   -0.037842
182206.000000,   36.056213,   -0.023193
182730.000000,   36.178284,   -0.042725
183194.000000,   36.361389,   -0.030518
183280.000000,   35.583191,   -0.023193
183509.000000,   36.147766,   -0.037842
183924.000000,   36.101990,   -0.026855
184210.000000,   36.437683,   -0.030518
184623.000000,   36.651306,   -0.030518
185226.000000,   36.330872,   -0.037842
185620.000000,   36.208801,   -0.034180
186249.000000,   36.285095,   -0.030518
187283.000000,   36.483459,   -0.034180
187791.000000,   36.330872,   -0.030518
188262.000000,   35.964661,   -0.030518
188620.000000,   35.644226,   -0.026855
188994.000000,   35.888367,   -0.023193
189224.000000,   36.254578,   -0.023193
189370.000000,   35.903625,   -0.026855
189630.000000,   35.903625,   -0.023193
189970.000000,   36.071472,   59.760742
190365.000000,   35.354309,   59.768066
191344.000000,   35.995178,   59.764404
191690.000000,   36.513977,   59.760742
192043.000000,   36.559753,   59.771729
192399.000000,   36.391907,   59.757080
192684.000000,   36.407166,   59.764404
192734.000000,   37.124329,   59.768066
193666.000000,   37.841492,   59.771729
194663.000000,   37.841492,   59.748535
195020.000000,   37.917786,   59.764404
195394.000000,   38.390808,   59.764404
195623.000000,   38.314514,   59.760742
196044.000000,   38.375549,   59.757080
196396.000000,   38.421326,   59.764404
197029.000000,   38.985901,   59.752197
197422.000000,   38.802795,   59.757080
198022.000000,   39.779358,   59.757080
198700.000000,   40.328674,   59.757080
199078.000000,   40.527039,   59.760742
200605.000000,   40.557556,   -0.042725
201144.000000,   40.710144,   -0.030518
201665.000000,   40.099792,   -0.037842
202236.000000,   41.106873,   -0.019531
202444.000000,   40.145569,   -0.030518
202924.000000,   40.694885,   -0.042725
203563.000000,   39.809875,   -0.030518
204246.000000,   40.496521,   -0.037842
204599.000000,   40.588074,   -0.034180
205203.000000,   39.565735,   -0.030518
205593.000000,   39.977722,   -0.026855
205974.000000,   40.099792,   -0.026855
206418.000000,   39.489441,   -0.034180
206622.000000,   39.687805,   -0.030518
207222.000000,   39.901428,   -0.030518
207850.000000,   39.764099,   -0.034180
208221.000000,   38.909607,   -0.026855
208593.000000,   39.062195,   -0.034180
208860.000000,   39.428406,   -0.042725
209244.000000,   39.077454,   -0.030518
209781.000000,   39.245300,   -0.023193
210258.000000,   38.879089,   59.752197
210892.000000,   39.931946,   59.764404
211185.000000,   39.336853,   59.771729
211515.000000,   40.008240,   59.764404
212020.000000,   39.626770,   59.752197
212534.000000,   39.123230,   59.764404
213142.000000,   40.313416,   59.760742
213746.000000,   40.054016,   59.752197
214464.000000,   40.908508,   59.764404
215024.000000,   40.771179,   59.768066
215538.000000,   41.106873,   59.764404
215984.000000,   41.091614,   59.764404
216343.000000,   41.976624,   59.764404
216878.000000,   41.213684,   59.768066
217324.000000,   41.808777,   59.760742
217958.000000,   42.846375,   59.768066
218605.000000,   42.174988,   59.760742
219120.000000,   43.227844,   59.760742
219406.000000,   43.151550,   59.764404
219984.000000,   43.059998,   59.760742
220303.000000,   43.044739,   59.752197
220818.000000,   43.334656,   59.760742
221022.000000,   43.594055,   59.768066
221620.000000,   43.456726,   59.768066
222098.000000,   44.189148,   59.757080
222602.000000,   44.234924,   59.757080
223264.000000,   44.402771,   59.748535
223778.000000,   44.356995,   59.760742
224262.000000,   44.326477,   59.757080
224614.000000,   45.074158,   59.757080
225254.000000,   45.257263,   59.757080
225884.000000,   44.250183,   59.764404
225959.000000,   44.295959,   59.757080
226286.000000,   45.333557,   59.752197
226559.000000,   44.768982,   59.764404
226946.000000,   45.379333,   59.760742
227264.000000,   45.242004,   59.757080
227705.000000,   46.325378,   59.757080
228080.000000,   45.867615,   59.757080
228642.000000,   45.806580,   59.752197
229324.000000,   45.592957,   59.760742
229983.000000,   45.531921,   43.370361
230343.000000,   46.828918,   -0.026855
230979.000000,   46.325378,   -0.030518
231675.000000,   46.355896,   -0.026855
232321.000000,   46.767883,   -0.034180
232964.000000,   45.638733,   -0.026855
233051.000000,   46.310120,   -0.026855
233499.000000,   45.791321,   -0.030518
233945.000000,   45.318298,   -0.037842
234622.000000,   46.050720,   -0.042725
235041.000000,   45.577698,   -0.030518
235620.000000,   45.272522,   -0.034180
236237.000000,   44.875793,   -0.030518
236888.000000,   44.784241,   -0.026855
237243.000000,   45.364075,   -0.023193
237913.000000,   45.440369,   -0.034180
238517.000000,   45.211487,   -0.023193
238881.000000,   44.860535,   -0.030518
239445.000000,   44.295959,   -0.023193
240085.000000,   44.936829,   59.757080
240161.000000,   44.494324,   59.757080
240425.000000,   44.768982,   59.764404
240762.000000,   45.425110,   59.760742
241182.000000,   45.028381,   59.760742
241542.000000,   45.043640,   59.760742
242146.000000,   44.906311,   59.752197
242433.000000,   44.875793,   59.760742
242858.000000,   45.089417,   59.757080
243442.000000,   45.867615,   59.752197
244064.000000,   45.455627,   59.764404
244705.000000,   46.127014,   59.760742
245359.000000,   45.791321,   59.752197
245984.000000,   46.691589,   59.764404
246057.000000,   46.859436,   59.768066
246377.000000,   46.355896,   59.764404
247042.000000,   47.439270,   59.752197
247700.000000,   47.301941,   59.757080
248501.000000,   48.080139,   59.757080
248714.000000,   48.049622,   59.764404
249330.000000,   48.568420,   59.757080
249860.000000,   48.202209,   12.315674
250385.000000,   48.080139,   -0.034180
250668.000000,   48.400574,   -0.026855
251084.000000,   48.568420,   -0.026855
251580.000000,   48.782043,   -0.034180
251834.000000,   48.782043,   -0.026855
252449.000000,   48.202209,   -0.030518
253279.000000,   48.446350,   -0.026855
253492.000000,   47.988586,   -0.030518
253724.000000,   48.446350,   -0.026855
254144.000000,   47.912292,   -0.037842
254638.000000,   47.317200,   -0.037842
255123.000000,   47.378235,   -0.030518
255739.000000,   47.118835,   -0.037842
256398.000000,   47.164612,   -0.026855
256758.000000,   47.195129,   -0.030518
257422.000000,   47.271423,   -0.030518
258076.000000,   47.164612,   -0.030518
258741.000000,   46.981506,   -0.030518
259387.000000,   47.469788,   -0.034180
260021.000000,   46.813660,   -0.030518
260662.000000,   47.393494,   -0.026855
260758.000000,   46.569519,   -0.037842
261020.000000,   46.584778,   -0.030518
261694.000000,   46.661072,   -0.037842
262046.000000,   46.401672,   -0.034180
262713.000000,   46.249084,   -0.026855
263100.000000,   46.508484,   -0.030518
263667.000000,   46.767883,   -0.030518
264945.000000,   47.012024,   -0.019531
265584.000000,   46.615295,   -0.026855
266262.000000,   46.035461,   -0.037842
266603.000000,   46.386414,   -0.023193
267281.000000,   46.188049,   -0.023193
267950.000000,   46.783142,   -0.026855
268524.000000,   46.813660,   -0.030518
269040.000000,   45.898132,   -0.030518
269521.000000,   46.279602,   -0.037842
270222.000000,   45.974426,   59.752197
270861.000000,   46.630554,   59.764404
271220.000000,   45.699768,   59.764404
271824.000000,   46.340637,   59.760742
272474.000000,   47.439270,   59.768066
272878.000000,   46.798401,   59.775391
273060.000000,   46.828918,   59.764404
273541.000000,   46.828918,   59.764404
273820.000000,   47.240906,   59.768066
274228.000000,   47.927551,   59.760742
274720.000000,   48.003845,   59.757080
274934.000000,   48.354797,   59.757080
275582.000000,   47.698669,   59.764404
275864.000000,   49.224548,   59.760742
276133.000000,   48.125916,   59.760742
276593.000000,   48.492126,   59.752197
277228.000000,   48.751526,   59.760742
277581.000000,   49.453430,   59.757080
278217.000000,   48.904114,   59.764404
278591.000000,   50.079041,   59.748535
278938.000000,   50.109558,   59.757080
279562.000000,   50.079041,   59.768066
280080.000000,   50.033264,   59.752197
280563.000000,   50.185852,   59.768066
281101.000000,   51.238708,   59.764404
281813.000000,   50.689392,   59.748535
282199.000000,   51.040344,   59.757080
282561.000000,   51.253967,   59.760742
283148.000000,   51.177673,   59.757080
283520.000000,   51.330261,   59.760742
284123.000000,   52.077942,   59.744873
284822.000000,   51.604919,   59.757080
285325.000000,   52.337341,   59.768066
285782.000000,   52.291565,   59.760742
286045.000000,   52.123718,   59.764404
